timestamp;ui32ArduinoTimestamp;f32Value
7744800;1147757132;400.0000
7789748;1147819568;-1.0000
7809761;1147824328;400.0000
7854836;1147886744;-1.0000
7874817;1147891476;400.0000
7924893;1147953960;-1.0000
7944806;1147958696;400.0000
7989878;1148021164;-1.0000
8009763;1148026040;400.0000
8059910;1148088364;-1.0000
8079930;1148093140;400.0000
8124872;1148155560;-1.0000
8144809;1148160388;400.0000
8189839;1148222736;-1.0000
8204965;1148227424;400.0000
8264950;1148289928;-1.0000
8284861;1148294648;400.0000
8329800;1148357140;-1.0000
8349855;1148361912;400.0000
8399898;1148424344;-1.0000
8419901;1148429144;400.0000
8464872;1148491536;-1.0000
8479872;1148496368;400.0000
8529828;1148558712;-1.0000
8554916;1148563584;400.0000
8599807;1148625888;-1.0000
8619797;1148630672;400.0000
8664902;1148693096;-1.0000
8684917;1148697868;400.0000
8734902;1148760296;-1.0000
8754941;1148765216;400.0000
8790039;1148804060;164.0000
8819792;1148839596;199.0000
8864740;1148894564;-1.0000
8884758;1148899296;400.0000
8924728;1148940488;202.0000
8955071;1148971352;156.0000
8990038;1149004848;155.0000
9019868;1149038396;156.0000
9069752;1149095856;-1.0000
9089796;1149100592;400.0000
9134896;1149163060;-1.0000
9154968;1149167880;400.0000
9189835;1149206128;152.0000
9219821;1149239332;147.0000
9259937;1149272684;144.0000
9289884;1149305932;139.0000
9334760;1149364376;-1.0000
9354898;1149369220;400.0000
9394979;1149406104;129.0000
9424888;1149439712;130.0000
9459982;1149472896;125.0000
9489932;1149506632;128.0000
9524783;1149540044;126.0000
9554722;1149573380;123.0000
9604893;1149632776;-1.0000
9624836;1149637484;400.0000
9659884;1149678696;201.0000
9694797;1149712244;201.0000
9724887;1149742932;152.0000
9774884;1149800592;-1.0000
9789932;1149805328;400.0000
9839832;1149867760;-1.0000
9854862;1149872480;400.0000
9909874;1149934956;-1.0000
9929747;1149939644;400.0000
9974846;1150002156;-1.0000
9994910;1150006976;400.0000
10029771;1150044828;146.0000
10074852;1150102876;-1.0000
10089900;1150107632;400.0000
10119862;1150141344;73.0000
10154920;1150174752;71.0000
10184827;1150208168;69.0000
10224818;1150241592;67.0000
10254922;1150275052;66.0000
10290014;1150308436;64.0000
10319871;1150341884;62.0000
10354881;1150375300;60.0000
10389898;1150408776;59.0000
10425172;1150442208;57.0000
10454835;1150475684;56.0000
10484786;1150509096;54.0000
10519893;1150542684;53.0000
10555008;1150575976;51.0000
10584879;1150609440;49.0000
10619854;1150642872;48.0000
10649787;1150676308;46.0000
10684752;1150709784;45.0000
10720050;1150743216;43.0000
10754968;1150776692;42.0000
10784900;1150810128;41.0000
10819876;1150843576;40.0000
10849694;1150877060;39.0000
10889871;1150910512;38.0000
10919817;1150943980;36.0000
10954919;1150977468;36.0000
10984835;1151010900;34.0000
11019793;1151044400;34.0000
11054729;1151077828;32.0000
11089978;1151111292;31.0000
11119861;1151144764;30.0000
11155005;1151178228;29.0000
11184904;1151211704;28.0000
11224788;1151245184;27.0000
11254859;1151278688;27.0000
11289804;1151312152;26.0000
11319891;1151345672;26.0000
11354955;1151379148;25.0000
11390005;1151412624;24.0000
11424780;1151446108;23.0000
11454734;1151479600;22.0000
11489725;1151513104;22.0000
11519792;1151546580;21.0000
11560199;1151580080;20.0000
11590008;1151613564;20.0000
11624756;1151647096;19.0000
11654844;1151680592;19.0000
11695029;1151714072;18.0000
11724860;1151747616;18.0000
11754894;1151781172;17.0000
11789759;1151814692;17.0000
11824812;1151848216;16.0000
11859929;1151881736;16.0000
11889883;1151915288;16.0000
11924878;1151948808;15.0000
11949833;1151982168;15.0000
11989926;1152015664;15.0000
12019865;1152049216;15.0000
12054949;1152082732;15.0000
12084939;1152116264;15.0000
12119907;1152149784;15.0000
12159874;1152183524;15.0000
12195010;1152217048;16.0000
12229871;1152250568;16.0000
12259929;1152284104;16.0000
12294875;1152317644;16.0000
12324784;1152351168;17.0000
12364784;1152384688;17.0000
12394983;1152418264;18.0000
12429904;1152451788;19.0000
12459853;1152485356;19.0000
12499945;1152518924;20.0000
12529738;1152552524;21.0000
12564952;1152586100;22.0000
12595865;1152619676;23.0000
12629832;1152653268;24.0000
12659829;1152686880;25.0000
12699886;1152720456;26.0000
12729860;1152754060;27.0000
12764769;1152787672;28.0000
12794768;1152821296;30.0000
12829820;1152854856;31.0000
12864941;1152888480;32.0000
12899906;1152922076;34.0000
12929717;1152955688;35.0000
12964845;1152989308;37.0000
12999930;1153022936;38.0000
13034701;1153056580;40.0000
13064952;1153090180;42.0000
13099898;1153123812;43.0000
13129875;1153157432;45.0000
13169774;1153191124;48.0000
13199878;1153224780;50.0000
13234825;1153258328;50.0000
13264826;1153291960;52.0000
13299914;1153325596;54.0000
13339867;1153359352;56.0000
13379759;1153393092;58.0000
13409873;1153426636;60.0000
13444836;1153460236;63.0000
13474876;1153493908;65.0000
13514874;1153527552;67.0000
13539833;1153561224;69.0000
13574822;1153594948;73.0000
13614768;1153631652;128.0000
13639905;1153662588;83.0000
13684881;1153698700;127.0000
13714892;1153729500;81.0000
13744807;1153763188;83.0000
13784808;1153798076;106.0000
13814816;1153830032;79.0000
13854881;1153867004;138.0000
13884883;1153901196;149.0000
13919805;1153937524;198.0000
13949810;1153969156;165.0000
13999852;1154026064;-1.0000
14019859;1154030816;400.0000
14054867;1154066516;107.0000
14099920;1154126776;-1.0000
14120227;1154131580;400.0000
14149980;1154166040;86.0000
14199877;1154227504;-1.0000
14219790;1154232212;400.0000
14254782;1154267948;107.0000
14289901;1154303244;138.0000
14334889;1154361744;-1.0000
14354881;1154366528;400.0000
14389806;1154402268;108.0000
14419721;1154435720;107.0000
14459892;1154469320;108.0000
14489871;1154502816;107.0000
14524885;1154536384;108.0000
14554780;1154572092;145.0000
14589930;1154604620;128.0000
14624938;1154638224;130.0000
14654788;1154668760;78.0000
14684885;1154702172;76.0000
14724873;1154738056;117.0000
14749848;1154769020;72.0000
14790002;1154802308;68.0000
14819881;1154835760;67.0000
14854834;1154869056;63.0000
14884844;1154902464;60.0000
14914686;1154935820;57.0000
14949850;1154969300;56.0000
14984842;1155002828;54.0000
15009883;1155036080;51.0000
15044815;1155069464;49.0000
15074815;1155102960;48.0000
15114753;1155136328;45.0000
15144819;1155169736;44.0000
15179849;1155203172;42.0000
15209890;1155236576;40.0000
15244836;1155270036;38.0000
15279758;1155303468;37.0000
15314886;1155336892;35.0000
15344822;1155370372;34.0000
15379789;1155403848;33.0000
15414897;1155437304;32.0000
15449730;1155470736;30.0000
15479843;1155504224;29.0000
15509843;1155537760;29.0000
15544931;1155571204;28.0000
15584970;1155604680;27.0000
15614775;1155638168;26.0000
15644791;1155671668;25.0000
15679892;1155705152;24.0000
15714910;1155738620;24.0000
15749959;1155772104;23.0000
15779757;1155805600;22.0000
15814737;1155839128;22.0000
15844795;1155872596;21.0000
15884820;1155906128;21.0000
15919800;1155939624;20.0000
15949982;1155973132;20.0000
15984904;1156006644;19.0000
16019866;1156040176;19.0000
16049782;1156073740;20.0000
16084727;1156107220;19.0000
16114835;1156140760;19.0000
16149807;1156174292;19.0000
16179725;1156207836;20.0000
16219869;1156241380;20.0000
16249773;1156274924;20.0000
16284803;1156308476;20.0000
16319874;1156342052;21.0000
16349911;1156375596;21.0000
16390018;1156409144;22.0000
16419857;1156442712;22.0000
16454881;1156476288;23.0000
16484917;1156509876;24.0000
16514865;1156543444;24.0000
16554911;1156577044;25.0000
16589971;1156610608;26.0000
16619794;1156644172;27.0000
16654928;1156677744;28.0000
16689862;1156711336;29.0000
16719879;1156744928;30.0000
16754823;1156778528;31.0000
16789847;1156812100;32.0000
16819756;1156845712;33.0000
16854873;1156879304;35.0000
16889889;1156912920;36.0000
16924808;1156946524;37.0000
16954807;1156980168;39.0000
16989898;1157013784;41.0000
17024794;1157047356;42.0000
17059940;1157081020;44.0000
17089850;1157114700;46.0000
17124902;1157148252;47.0000
17154967;1157181884;48.0000
17194856;1157215508;50.0000
17224770;1157249128;52.0000
17259933;1157282780;53.0000
17294850;1157316512;54.0000
17329804;1157349996;55.0000
17364767;1157383588;57.0000
17404886;1157417356;59.0000
17434777;1157450852;60.0000
17469957;1157484396;61.0000
17499988;1157518040;63.0000
17539828;1157551652;64.0000
17569990;1157585252;66.0000
17605084;1157618872;67.0000
17634917;1157652492;69.0000
17674977;1157686064;69.0000
17704879;1157719696;71.0000
17739798;1157753340;73.0000
17769875;1157786916;74.0000
17804883;1157820576;76.0000
17839881;1157854212;78.0000
17869882;1157887720;78.0000
17904972;1157921348;79.0000
17934883;1157954992;81.0000
17974914;1157988604;83.0000
18004869;1158022248;84.0000
18039854;1158056100;90.0000
18069797;1158089740;92.0000
18104829;1158123260;91.0000
18139765;1158156864;93.0000
18179866;1158190628;96.0000
18209958;1158224156;95.0000
18249815;1158257748;97.0000
18279796;1158291316;98.0000
18314929;1158324904;99.0000
18344824;1158358508;101.0000
18379759;1158392152;103.0000
18414934;1158425836;106.0000
18449917;1158459436;107.0000
18479814;1158493052;108.0000
18514768;1158526684;110.0000
18544844;1158560236;110.0000
18584999;1158593940;114.0000
18614908;1158627572;115.0000
18649921;1158661260;118.0000
18679781;1158695000;121.0000
18719806;1158728584;122.0000
18750003;1158762248;124.0000
18779863;1158795860;126.0000
18819874;1158829548;128.0000
18849976;1158863172;130.0000
18884857;1158896804;132.0000
18914942;1158930496;135.0000
18949827;1158964084;136.0000
18979775;1158997832;140.0000
19019860;1159031408;140.0000
19049790;1159065008;142.0000
19084810;1159098712;144.0000
19114888;1159132424;147.0000
19149732;1159166248;153.0000
19184799;1159199720;151.0000
19219879;1159235332;187.0000
19249778;1159269736;202.0000
19284781;1159300640;157.0000
19314786;1159334332;159.0000
19354913;1159369132;182.0000
19384863;1159402008;170.0000
19429763;1159458628;-1.0000
19449832;1159463424;400.0000
19484893;1159504544;202.0000
19519895;1159536632;177.0000
19564804;1159592872;-1.0000
19584819;1159597680;400.0000
19629865;1159660068;-1.0000
19649804;1159664752;400.0000
19699866;1159727268;-1.0000
19719916;1159732044;400.0000
19754969;1159773092;200.0000
19799954;1159827992;-1.0000
19819768;1159832700;400.0000
19854892;1159874004;203.0000
19899921;1159928728;-1.0000
19919898;1159933468;400.0000
19954949;1159976940;241.0000
19989948;1160010424;240.0000
20036290;1160062988;-1.0000
20049878;1160067760;400.0000
20089871;1160110840;235.0000
20134809;1160163700;-1.0000
20154834;1160168436;400.0000
20204886;1160230892;-1.0000
20219905;1160235632;400.0000
20269840;1160298096;-1.0000
20284860;1160302976;400.0000
20339759;1160365292;-1.0000
20354931;1160370032;400.0000
20404862;1160432488;-1.0000
20419870;1160437228;400.0000
20469733;1160499664;-1.0000
20484910;1160504520;400.0000
20539767;1160566860;-1.0000
20559788;1160571704;400.0000
20604902;1160634068;-1.0000
20624867;1160638936;400.0000
20674700;1160701268;-1.0000
20694923;1160705976;400.0000
20739757;1160768460;-1.0000
20759852;1160773200;400.0000
20804878;1160835640;-1.0000
20829874;1160840468;400.0000
20874878;1160902816;-1.0000
20889882;1160907528;400.0000
20939857;1160970020;-1.0000
20954829;1160974752;400.0000
21009915;1161037220;-1.0000
21044761;1161070880;-1.0000
21059849;1161075612;400.0000
21109901;1161138084;-1.0000
21129872;1161142788;400.0000
21179886;1161205280;-1.0000
21194946;1161210088;400.0000
21244858;1161272476;-1.0000
21264935;1161277324;400.0000
21314983;1161339644;-1.0000
21334889;1161344360;400.0000
21379752;1161406848;-1.0000
21399849;1161411628;400.0000
21444810;1161474052;-1.0000
21464761;1161478752;400.0000
21515031;1161541244;-1.0000
21534896;1161546052;400.0000
21579763;1161608444;-1.0000
21599841;1161613220;400.0000
21649877;1161675644;-1.0000
21669963;1161680516;400.0000
21714941;1161742840;-1.0000
21734913;1161747576;400.0000
21779712;1161810048;-1.0000
21799781;1161814748;400.0000
21849852;1161877240;-1.0000
21870032;1161882024;400.0000
21914964;1161944440;-1.0000
21934899;1161949200;400.0000
21984808;1162011632;-1.0000
22004860;1162016392;400.0000
22049703;1162078808;-1.0000
22069909;1162083612;400.0000
22114981;1162145996;-1.0000
22139789;1162150692;400.0000
22184723;1162213164;-1.0000
22204718;1162217896;400.0000
22249857;1162280368;-1.0000
22269816;1162285132;400.0000
22310049;1162326360;203.0000
22354950;1162381072;-1.0000
22374805;1162385800;400.0000
22419797;1162448272;-1.0000
22434737;1162453124;400.0000
22489865;1162515468;-1.0000
22504877;1162520248;400.0000
22554845;1162582660;-1.0000
22574874;1162587396;400.0000
22619892;1162649868;-1.0000
22639793;1162654644;400.0000
22689735;1162717068;-1.0000
22704854;1162721800;400.0000
22754955;1162784264;-1.0000
22769734;1162789072;400.0000
22814941;1162830208;202.0000
22859786;1162884984;-1.0000
22874795;1162889692;400.0000
22910008;1162930940;202.0000
22954884;1162985700;-1.0000
22969770;1162990416;400.0000
23024855;1163052896;-1.0000
23044786;1163057772;400.0000
23089712;1163120104;-1.0000
23109972;1163124832;400.0000
23159866;1163187300;-1.0000
23179733;1163192076;400.0000
23214902;1163233236;202.0000
23259853;1163288044;-1.0000
23279799;1163292844;400.0000
23329799;1163355244;-1.0000
23349910;1163360064;400.0000
23384898;1163401180;202.0000
23424823;1163455988;-1.0000
23444861;1163460740;400.0000
23494865;1163523184;-1.0000
23515004;1163528036;400.0000
